,Регион,Год,Число больничных органзаций,Unnamed: 0,index,ranks
151,Атырауская,2018,28,,260.8,152
152,Атырауская,2018,28,,262.6,153
153,Атырауская,2018,28,,264.4,154
154,Атырауская,2018,28,,266.2,155
155,Атырауская,2018,28,,268.0,156
156,Атырауская,2018,28,,269.8,157
157,Атырауская,2018,28,,271.6,158
158,Атырауская,2018,28,,273.4,159
159,Атырауская,2018,28,,275.2,160
159,ВКО,2018,63,,285.2,151
158,ВКО,2018,65,,283.4,152
157,ВКО,2018,67,,281.6,153
156,ВКО,2018,69,,279.8,154
155,ВКО,2018,71,,278.0,155
154,ВКО,2018,72,,276.2,156
153,ВКО,2018,74,,274.4,157
152,ВКО,2018,76,,272.6,158
151,ВКО,2018,78,,270.8,159
150,ВКО,2018,80,,269.0,160
159,Жамбылская,2018,47,,277.2,151
158,Жамбылская,2018,47,,275.4,152
157,Жамбылская,2018,47,,273.6,153
156,Жамбылская,2018,47,,271.8,154
155,Жамбылская,2018,47,,270.0,155
154,Жамбылская,2018,47,,268.2,156
153,Жамбылская,2018,47,,266.4,157
152,Жамбылская,2018,47,,264.6,158
151,Жамбылская,2018,47,,262.8,159
150,Жамбылская,2018,48,,261.0,160
150,ЗКО,2018,29,,260.0,151
151,ЗКО,2018,29,,261.8,152
152,ЗКО,2018,29,,263.6,153
153,ЗКО,2018,29,,265.4,154
154,ЗКО,2018,29,,267.2,155
155,ЗКО,2018,29,,269.0,156
156,ЗКО,2018,29,,270.8,157
157,ЗКО,2018,29,,272.6,158
158,ЗКО,2018,29,,274.4,159
159,ЗКО,2018,29,,276.2,160
159,Карагандинская,2018,72,,278.2,151
158,Карагандинская,2018,72,,276.4,152
157,Карагандинская,2018,73,,274.6,153
156,Карагандинская,2018,73,,272.8,154
155,Карагандинская,2018,74,,271.0,155
154,Карагандинская,2018,74,,269.2,156
153,Карагандинская,2018,74,,267.4,157
152,Карагандинская,2018,75,,265.6,158
151,Карагандинская,2018,75,,263.8,159
150,Карагандинская,2018,76,,262.0,160
159,Костанайская,2018,39,,279.2,151
158,Костанайская,2018,40,,277.4,152
157,Костанайская,2018,41,,275.6,153
156,Костанайская,2018,41,,273.8,154
155,Костанайская,2018,42,,272.0,155
154,Костанайская,2018,43,,270.2,156
153,Костанайская,2018,43,,268.4,157
152,Костанайская,2018,44,,266.6,158
151,Костанайская,2018,45,,264.8,159
150,Костанайская,2018,46,,263.0,160
159,Кызылординская,2018,37,,280.2,151
158,Кызылординская,2018,38,,278.4,152
157,Кызылординская,2018,39,,276.6,153
156,Кызылординская,2018,40,,274.8,154
155,Кызылординская,2018,41,,273.0,155
154,Кызылординская,2018,42,,271.2,156
153,Кызылординская,2018,43,,269.4,157
152,Кызылординская,2018,44,,267.6,158
151,Кызылординская,2018,45,,265.8,159
150,Кызылординская,2018,47,,264.0,160
159,Мангистауская,2018,26,,281.2,151
158,Мангистауская,2018,26,,279.4,152
157,Мангистауская,2018,26,,277.6,153
156,Мангистауская,2018,26,,275.8,154
155,Мангистауская,2018,27,,274.0,155
154,Мангистауская,2018,27,,272.2,156
153,Мангистауская,2018,27,,270.4,157
152,Мангистауская,2018,27,,268.6,158
151,Мангистауская,2018,27,,266.8,159
150,Мангистауская,2018,28,,265.0,160
159,Павлодарская,2018,35,,282.2,151
158,Павлодарская,2018,35,,280.4,152
157,Павлодарская,2018,35,,278.6,153
156,Павлодарская,2018,35,,276.8,154
155,Павлодарская,2018,35,,275.0,155
154,Павлодарская,2018,35,,273.2,156
153,Павлодарская,2018,35,,271.4,157
152,Павлодарская,2018,35,,269.6,158
151,Павлодарская,2018,35,,267.8,159
150,Павлодарская,2018,36,,266.0,160
159,Республика Казахстан,2018,752,,271.2,151
158,Республика Казахстан,2018,756,,269.4,152
157,Республика Казахстан,2018,760,,267.6,153
156,Республика Казахстан,2018,764,,265.8,154
155,Республика Казахстан,2018,768,,264.0,155
154,Республика Казахстан,2018,772,,262.2,156
153,Республика Казахстан,2018,776,,260.4,157
152,Республика Казахстан,2018,780,,258.6,158
151,Республика Казахстан,2018,784,,256.8,159
150,Республика Казахстан,2018,788,,255.0,160
159,СКО,2018,22,,283.2,151
158,СКО,2018,22,,281.4,152
157,СКО,2018,22,,279.6,153
156,СКО,2018,22,,277.8,154
155,СКО,2018,23,,276.0,155
154,СКО,2018,23,,274.2,156
153,СКО,2018,23,,272.4,157
152,СКО,2018,23,,270.6,158
151,СКО,2018,23,,268.8,159
150,СКО,2018,24,,267.0,160
159,Туркестанская**,2018,39,,284.2,151
158,Туркестанская**,2018,39,,282.4,152
157,Туркестанская**,2018,39,,280.6,153
156,Туркестанская**,2018,39,,278.8,154
155,Туркестанская**,2018,39,,277.0,155
154,Туркестанская**,2018,39,,275.2,156
153,Туркестанская**,2018,39,,273.4,157
152,Туркестанская**,2018,39,,271.6,158
151,Туркестанская**,2018,39,,269.8,159
150,Туркестанская**,2018,40,,268.0,160
150,город Алматы,2018,87,,271.0,151
151,город Алматы,2018,87,,272.8,152
152,город Алматы,2018,88,,274.6,153
153,город Алматы,2018,88,,276.4,154
154,город Алматы,2018,89,,278.2,155
155,город Алматы,2018,89,,280.0,156
156,город Алматы,2018,90,,281.8,157
157,город Алматы,2018,90,,283.6,158
158,город Алматы,2018,91,,285.4,159
159,город Алматы,2018,91,,287.2,160
150,город Астана,2018,34,,270.0,151
151,город Астана,2018,34,,271.8,152
152,город Астана,2018,34,,273.6,153
153,город Астана,2018,34,,275.4,154
154,город Астана,2018,34,,277.2,155
155,город Астана,2018,35,,279.0,156
156,город Астана,2018,35,,280.8,157
157,город Астана,2018,35,,282.6,158
158,город Астана,2018,35,,284.4,159
159,город Астана,2018,35,,286.2,160
0,город Шымкент,2018,26,,272.0,1
1,город Шымкент,2018,27,,273.8,2
2,город Шымкент,2018,28,,275.6,3
3,город Шымкент,2018,29,,277.4,4
4,город Шымкент,2018,30,,279.2,5
5,город Шымкент,2018,31,,281.0,6
6,город Шымкент,2018,32,,282.8,7
7,город Шымкент,2018,33,,284.6,8
8,город Шымкент,2018,34,,286.4,9
9,город Шымкент,2018,35,,288.2,10
160,Акмолинская,2019,27,,274.0,161
161,Акмолинская,2019,27,,275.8,162
162,Акмолинская,2019,27,,277.6,163
163,Акмолинская,2019,27,,279.4,164
164,Акмолинская,2019,27,,281.2,165
165,Акмолинская,2019,28,,283.0,166
166,Акмолинская,2019,28,,284.8,167
167,Акмолинская,2019,28,,286.6,168
168,Акмолинская,2019,28,,288.4,169
169,Акмолинская,2019,28,,290.2,170
160,Актюбинская,2019,44,,275.0,161
161,Актюбинская,2019,44,,276.8,162
162,Актюбинская,2019,44,,278.6,163
163,Актюбинская,2019,44,,280.4,164
164,Актюбинская,2019,44,,282.2,165
165,Актюбинская,2019,44,,284.0,166
166,Актюбинская,2019,44,,285.8,167
167,Актюбинская,2019,44,,287.6,168
168,Актюбинская,2019,44,,289.4,169
169,Актюбинская,2019,44,,291.2,170
160,Алматинская,2019,79,,276.0,161
161,Алматинская,2019,79,,277.8,162
162,Алматинская,2019,79,,279.6,163
163,Алматинская,2019,79,,281.4,164
164,Алматинская,2019,80,,283.2,165
165,Алматинская,2019,80,,285.0,166
166,Алматинская,2019,80,,286.8,167
167,Алматинская,2019,81,,288.6,168
168,Алматинская,2019,81,,290.4,169
169,Алматинская,2019,81,,292.2,170
160,Атырауская,2019,28,,277.0,161
161,Атырауская,2019,28,,278.8,162
162,Атырауская,2019,28,,280.6,163
163,Атырауская,2019,28,,282.4,164
164,Атырауская,2019,28,,284.2,165
165,Атырауская,2019,28,,286.0,166
166,Атырауская,2019,28,,287.8,167
167,Атырауская,2019,28,,289.6,168
168,Атырауская,2019,28,,291.4,169
169,Атырауская,2019,28,,293.2,170
169,ВКО,2019,61,,303.2,161
168,ВКО,2019,61,,301.4,162
167,ВКО,2019,61,,299.6,163
166,ВКО,2019,61,,297.8,164
165,ВКО,2019,61,,296.0,165
164,ВКО,2019,61,,294.2,166
163,ВКО,2019,61,,292.4,167
162,ВКО,2019,61,,290.6,168
161,ВКО,2019,61,,288.8,169
160,ВКО,2019,62,,287.0,170
160,Жамбылская,2019,47,,279.0,161
161,Жамбылская,2019,47,,280.8,162
162,Жамбылская,2019,47,,282.6,163
163,Жамбылская,2019,47,,284.4,164
164,Жамбылская,2019,47,,286.2,165
165,Жамбылская,2019,47,,288.0,166
166,Жамбылская,2019,47,,289.8,167
167,Жамбылская,2019,47,,291.6,168
168,Жамбылская,2019,47,,293.4,169
169,Жамбылская,2019,47,,295.2,170
160,ЗКО,2019,29,,278.0,161
161,ЗКО,2019,29,,279.8,162
162,ЗКО,2019,29,,281.6,163
163,ЗКО,2019,29,,283.4,164
164,ЗКО,2019,29,,285.2,165
165,ЗКО,2019,29,,287.0,166
166,ЗКО,2019,29,,288.8,167
167,ЗКО,2019,29,,290.6,168
168,ЗКО,2019,29,,292.4,169
169,ЗКО,2019,29,,294.2,170
160,Карагандинская,2019,72,,280.0,161
161,Карагандинская,2019,72,,281.8,162
162,Карагандинская,2019,72,,283.6,163
163,Карагандинская,2019,72,,285.4,164
164,Карагандинская,2019,73,,287.2,165
165,Карагандинская,2019,73,,289.0,166
166,Карагандинская,2019,73,,290.8,167
167,Карагандинская,2019,74,,292.6,168
168,Карагандинская,2019,74,,294.4,169
169,Карагандинская,2019,74,,296.2,170
160,Костанайская,2019,39,,281.0,161
161,Костанайская,2019,39,,282.8,162
162,Костанайская,2019,39,,284.6,163
163,Костанайская,2019,39,,286.4,164
164,Костанайская,2019,40,,288.2,165
165,Костанайская,2019,40,,290.0,166
166,Костанайская,2019,40,,291.8,167
167,Костанайская,2019,41,,293.6,168
168,Костанайская,2019,41,,295.4,169
169,Костанайская,2019,41,,297.2,170
169,Кызылординская,2019,33,,298.2,161
168,Кызылординская,2019,33,,296.4,162
167,Кызылординская,2019,33,,294.6,163
166,Кызылординская,2019,34,,292.8,164
165,Кызылординская,2019,34,,291.0,165
164,Кызылординская,2019,34,,289.2,166
163,Кызылординская,2019,35,,287.4,167
162,Кызылординская,2019,35,,285.6,168
161,Кызылординская,2019,35,,283.8,169
160,Кызылординская,2019,36,,282.0,170
160,Мангистауская,2019,26,,283.0,161
161,Мангистауская,2019,26,,284.8,162
162,Мангистауская,2019,27,,286.6,163
163,Мангистауская,2019,27,,288.4,164
164,Мангистауская,2019,28,,290.2,165
165,Мангистауская,2019,28,,292.0,166
166,Мангистауская,2019,29,,293.8,167
167,Мангистауская,2019,29,,295.6,168
168,Мангистауская,2019,30,,297.4,169
169,Мангистауская,2019,30,,299.2,170
160,Павлодарская,2019,35,,284.0,161
161,Павлодарская,2019,35,,285.8,162
162,Павлодарская,2019,35,,287.6,163
163,Павлодарская,2019,35,,289.4,164
164,Павлодарская,2019,35,,291.2,165
165,Павлодарская,2019,35,,293.0,166
166,Павлодарская,2019,35,,294.8,167
167,Павлодарская,2019,35,,296.6,168
168,Павлодарская,2019,35,,298.4,169
169,Павлодарская,2019,35,,300.2,170
160,Республика Казахстан,2019,749,,273.0,161
161,Республика Казахстан,2019,751,,274.8,162
162,Республика Казахстан,2019,753,,276.6,163
163,Республика Казахстан,2019,756,,278.4,164
164,Республика Казахстан,2019,758,,280.2,165
165,Республика Казахстан,2019,761,,282.0,166
166,Республика Казахстан,2019,763,,283.8,167
167,Республика Казахстан,2019,765,,285.6,168
168,Республика Казахстан,2019,768,,287.4,169
169,Республика Казахстан,2019,770,,289.2,170
160,СКО,2019,22,,285.0,161
161,СКО,2019,22,,286.8,162
162,СКО,2019,22,,288.6,163
163,СКО,2019,22,,290.4,164
164,СКО,2019,22,,292.2,165
165,СКО,2019,23,,294.0,166
166,СКО,2019,23,,295.8,167
167,СКО,2019,23,,297.6,168
168,СКО,2019,23,,299.4,169
169,СКО,2019,23,,301.2,170
160,Туркестанская**,2019,39,,286.0,161
161,Туркестанская**,2019,39,,287.8,162
162,Туркестанская**,2019,39,,289.6,163
163,Туркестанская**,2019,40,,291.4,164
164,Туркестанская**,2019,40,,293.2,165
165,Туркестанская**,2019,41,,295.0,166
166,Туркестанская**,2019,41,,296.8,167
167,Туркестанская**,2019,41,,298.6,168
168,Туркестанская**,2019,42,,300.4,169
169,Туркестанская**,2019,42,,302.2,170
169,город Алматы,2019,91,,305.2,161
168,город Алматы,2019,91,,303.4,162
167,город Алматы,2019,91,,301.6,163
166,город Алматы,2019,91,,299.8,164
165,город Алматы,2019,91,,298.0,165
